2056,1889
254,1859
2910,1858
148,1856
1690,1842
1323,1838
2046,1832
1678,1828
973,1823
2168,1819
5172,1811
987,1803
225,1795
3538,1795
2767,1793
1540,1788
4911,1786
195,1786
1619,1785
1796,1784
2481,1783
5460,1782
694,1781
67,1781
118,1780
1986,1778
16,1778
971,1778
4910,1777
2471,1777
3683,1774
2791,1773
179,1772
5050,1770
3674,1767
365,1767
5406,1766
2337,1763
176,1762
1918,1758
2338,1757
177,1756
1519,1751
133,1750
2468,1746
1305,1743
115,1742
2478,1741
1023,1740
870,1740
1807,1736
862,1735
25,1734
2200,1734
1325,1734
1425,1732
842,1732
2075,1732
125,1730
33,1730
188,1729
604,1729
20,1729
610,1728
1114,1728
88,1726
340,1725
3641,1725
4201,1724
27,1724
234,1722
1629,1721
1983,1720
2990,1720
2834,1720
5687,1718
226,1716
1102,1715
95,1715
4539,1715
1720,1714
7498,1714
3339,1714
1025,1714
3357,1713
4635,1713
1218,1712
2974,1711
1923,1711
4130,1711
4613,1711
3015,1710
2851,1710
3847,1709
1676,1708
3663,1706
2607,1706
1718,1705
3937,1705
4414,1704
4488,1703
1577,1702
3604,1702
294,1701
180,1701
368,1700
3656,1699
3707,1699
56,1698
1410,1698
1538,1697
238,1697
7457,1697
649,1697
747,1697
78,1697
3310,1696
4522,1696
836,1695
111,1695
3875,1695
1640,1695
876,1694
103,1694
1421,1693
1730,1693
5436,1692
2052,1692
2590,1692
5024,1692
2102,1691
2403,1691
5561,1690
624,1690
503,1690
4917,1689
2659,1689
2383,1688
303,1688
8,1687
3539,1686
2811,1686
2363,1685
5114,1685
71,1685
5985,1685
525,1685
230,1685
834,1683
5254,1683
3478,1683
231,1682
1756,1681
3566,1681
4451,1681
3959,1679
2054,1679
3750,1679
4087,1679
418,1679
6637,1678
2992,1678
3990,1678
51,1678
2976,1677
1771,1677
1533,1677
6090,1676
5927,1676
548,1676
3711,1676
3171,1675
5895,1675
59,1675
2614,1675
4253,1675
5404,1675
85,1674
4039,1673
5199,1673
228,1673
4028,1673
319,1672
6329,1671
4909,1671
4472,1670
1726,1670
1610,1670
1481,1669
5511,1669
359,1669
1318,1668
1501,1668
1339,1667
3647,1667
3572,1667
1684,1667
1506,1667
3284,1666
4188,1666
3534,1666
1732,1665
4678,1664
1391,1664
2557,1664
5155,1663
2370,1663
2073,1663
222,1663
4561,1662
1885,1662
1259,1662
5676,1661
4481,1661
868,1661
3824,1661
4089,1661
4020,1661
5530,1661
5431,1661
233,1661
4043,1660
3695,1660
5084,1660
4004,1659
1868,1659
4776,1659
5190,1658
3476,1658
1241,1657
3620,1657
3322,1657
687,1657
2122,1656
614,1656
772,1656
107,1656
1816,1655
2451,1655
4041,1654
910,1654
4564,1654
1736,1654
2106,1653
1477,1653
3314,1653
6328,1653
4976,1653
4469,1653
4342,1652
4519,1652
1418,1652
141,1652
3452,1652
5528,1652
3635,1652
5413,1652
4391,1652
2630,1651
2137,1651
2826,1651
2502,1651
948,1651
1310,1651
456,1651
2930,1651
3928,1651
5567,1650
2147,1650
2996,1650
7021,1650
2655,1650
1746,1649
4189,1649
4143,1649
3826,1649
2231,1648
2067,1648
3230,1648
1188,1648
6193,1647
1712,1647
865,1647
58,1647
1024,1647
2410,1647
4944,1646
3574,1646
4961,1646
2486,1646
166,1645
5892,1645
6672,1645
316,1645
4513,1644
4003,1644
5407,1644
4557,1644
4272,1644
997,1644
1706,1644
386,1643
6618,1643
3547,1643
6560,1643
5414,1643
1086,1643
4476,1642
623,1642
3255,1642
2096,1641
5801,1641
2877,1641
86,1641
5160,1641
4946,1640
3940,1640
1493,1640
2959,1640
181,1639
433,1639
5026,1639
1507,1638
5712,1638
4967,1638
2130,1638
1574,1638
5000,1637
7160,1637
2848,1637
1599,1637
4680,1637
1153,1637
639,1637
364,1637
1658,1637
3206,1636
3546,1636
2771,1636
3542,1636
3309,1636
2194,1635
401,1635
4534,1635
2152,1634
236,1634
461,1634
5501,1634
1262,1634
1011,1634
5427,1633
3637,1633
5505,1633
3512,1633
6723,1633
5420,1633
7225,1633
3598,1632
3374,1632
1987,1632
4941,1632
126,1632
5216,1632
1710,1632
6919,1632
2611,1631
1073,1631
2175,1631
346,1631
175,1631
3005,1630
3986,1630
3688,1630
663,1630
5046,1630
4361,1630
2714,1629
5409,1629
384,1629
5401,1629
488,1629
2883,1628
4213,1628
2040,1627
2522,1627
5803,1627
1744,1627
1727,1627
501,1627
6087,1626
245,1626
3461,1626
2706,1625
3536,1625
744,1625
1156,1625
3128,1625
2733,1625
509,1625
6344,1625
4611,1625
1225,1625
4362,1624
498,1624
203,1624
449,1624
2341,1624
5802,1624
5554,1624
3770,1623
1197,1623
4384,1623
223,1623
3630,1623
6502,1623
1018,1623
5492,1623
3293,1622
4392,1622
75,1622
121,1622
1747,1622
2642,1622
494,1621
4698,1621
846,1621
4256,1621
291,1621
7407,1621
61,1621
2539,1620
4061,1620
4265,1620
5507,1620
7660,1620
558,1620
2584,1620
1895,1620
5424,1619
4183,1618
69,1618
1257,1618
4456,1617
6226,1617
5990,1617
1741,1617
5804,1617
1285,1617
2702,1617
2170,1617
977,1617
4905,1617
2658,1616
2638,1616
573,1616
2081,1616
1261,1616
5166,1616
3218,1616
4026,1615
3974,1615
217,1615
2783,1615
6443,1615
1492,1615
1089,1615
379,1614
4325,1614
4099,1614
930,1614
1625,1614
3504,1613
131,1613
3802,1613
5056,1613
716,1613
3196,1613
6474,1612
5546,1612
4216,1612
3535,1612
5587,1612
1250,1612
6647,1612
2158,1611
48,1611
1778,1611
7039,1611
2199,1611
6334,1611
263,1611
4242,1611
3636,1611
2220,1611
492,1611
6705,1611
2609,1610
5338,1609
1768,1609
41,1609
4814,1609
5572,1609
1071,1609
5818,1609
4627,1609
2145,1608
3679,1608
342,1608
4499,1608
1551,1608
3130,1608
3996,1608
4125,1607
3061,1607
5291,1607
4607,1607
4146,1607
1671,1607
5484,1607
6121,1607
888,1607
2729,1607
5817,1606
5053,1606
3616,1606
6077,1606
333,1606
102,1606
2960,1606
5468,1605
2521,1605
4334,1605
308,1605
5260,1605
3238,1605
3467,1605
5124,1604
4855,1604
11,1604
2556,1604
6020,1604
5847,1604
527,1604
3388,1604
2849,1604
3494,1604
4610,1604
5675,1604
4338,1603
4653,1603
932,1603
1787,1603
4237,1603
1711,1603
3082,1602
172,1602
6378,1602
4415,1602
1731,1602
6025,1602
5697,1602
484,1602
7553,1602
3003,1602
5086,1601
2230,1601
302,1601
1403,1601
5813,1601
2682,1601
5987,1601
1735,1601
4638,1601
6548,1601
4375,1601
272,1601
6498,1601
3654,1601
4915,1601
4069,1600
66,1600
1836,1600
7056,1600
4276,1599
1189,1599
1306,1599
571,1599
1414,1599
702,1599
5113,1599
957,1599
120,1599
5684,1599
6579,1599
5735,1598
1701,1598
5417,1598
323,1598
1138,1598
1065,1598
5224,1598
1468,1598
4918,1598
3588,1598
6721,1598
967,1598
2928,1597
1495,1597
2062,1597
4405,1597
2648,1597
135,1597
4688,1596
435,1596
6886,1596
219,1596
5885,1596
5533,1596
287,1596
3176,1596
269,1595
1002,1595
4153,1595
343,1595
4079,1595
2601,1595
6424,1595
2987,1595
6800,1594
3414,1594
4057,1594
612,1594
5006,1594
3250,1594
587,1594
6763,1594
554,1594
857,1593
4779,1593
5827,1593
4512,1593
4956,1593
3489,1593
1279,1592
2907,1592
3276,1592
1072,1592
1504,1592
6417,1592
6933,1592
167,1592
5933,1592
237,1592
5182,1592
1155,1592
4009,1592
5205,1591
2252,1591
2832,1591
6418,1591
4450,1591
5502,1591
5188,1591
3931,1591
5152,1591
4533,1591
3324,1590
6055,1590
4293,1590
3481,1590
1648,1590
3947,1590
4388,1590
4381,1590
5181,1590
399,1590
1311,1590
4096,1589
6336,1589
2491,1589
5015,1589
4786,1589
6824,1589
6224,1589
1572,1589
358,1589
3668,1589
578,1589
1369,1589
1511,1589
70,1589
3522,1588
3597,1588
3735,1588
145,1588
2234,1588
4565,1588
2377,1588
329,1588
5148,1588
4027,1587
1168,1587
4907,1587
3555,1587
3667,1587
2421,1587
3268,1587
360,1587
6861,1587
5920,1586
2443,1586
2634,1586
1559,1586
4903,1586
7454,1586
811,1586
3360,1586
5635,1586
4122,1586
6429,1585
4,1585
2283,1585
1626,1585
4587,1585
1126,1585
7178,1585
708,1585
1902,1585
144,1585
4400,1585
5454,1585
2875,1585
6104,1584
192,1584
1922,1584
3793,1584
3039,1584
5907,1583
1360,1583
4906,1583
4063,1583
5039,1583
1058,1583
5674,1583
1287,1583
1388,1583
4980,1582
3336,1582
1317,1582
5013,1582
847,1582
5700,1582
3211,1582
4395,1582
6201,1582
1740,1582
4409,1582
1723,1582
6742,1582
1646,1582
7034,1581
709,1581
2586,1581
3244,1581
6471,1581
3882,1581
4329,1581
7558,1581
469,1581
6340,1580
5843,1580
123,1580
6411,1580
6528,1580
3767,1580
5603,1580
7426,1580
3184,1580
2836,1580
3603,1579
2559,1579
3132,1579
5411,1579
3140,1579
74,1579
7491,1579
6120,1579
5992,1579
991,1579
4738,1579
5256,1579
321,1579
3142,1579
5560,1579
4931,1579
3354,1579
4624,1579
4656,1579
2059,1579
2534,1579
3932,1579
4994,1578
271,1578
2352,1578
1729,1578
3473,1578
6100,1578
2839,1578
6377,1578
314,1578
1255,1578
4550,1578
5467,1577
5736,1577
5811,1577
4811,1577
3419,1577
339,1577
1595,1577
7174,1577
6113,1577
5137,1577
2393,1577
2830,1577
2980,1577
3044,1577
7265,1576
2582,1576
2594,1576
6200,1576
4737,1576
3098,1576
447,1576
138,1575
4728,1575
2881,1575
537,1575
3072,1575
3559,1575
7104,1575
1817,1575
2912,1575
6831,1575
2485,1575
1596,1575
5641,1575
4623,1575
4914,1575
60,1574
1405,1574
3075,1574
6753,1574
4454,1574
5472,1574
3490,1574
1523,1574
904,1574
4603,1574
6135,1574
173,1574
5434,1574
7211,1573
6300,1573
3653,1573
5584,1573
5951,1573
486,1573
3146,1573
5442,1573
4952,1572
1243,1572
5846,1572
5066,1572
1708,1572
6479,1572
599,1572
5860,1571
157,1571
3933,1571
4662,1571
3070,1571
1657,1571
6110,1571
2240,1571
5030,1571
4525,1571
5230,1571
1772,1571
5048,1571
1699,1571
900,1570
7127,1570
354,1570
2212,1570
5204,1570
45,1570
4774,1570
378,1570
1991,1569
3464,1569
5654,1569
619,1569
4458,1569
3970,1569
5940,1569
7028,1569
3537,1569
2867,1569
4926,1568
2710,1568
4401,1568
829,1568
122,1568
4486,1568
7782,1568
193,1568
7769,1568
6908,1567
6485,1567
156,1567
2994,1567
2551,1567
5901,1567
6510,1567
4112,1567
2577,1567
467,1566
5910,1566
4541,1566
4048,1566
812,1566
1143,1566
4795,1566
5618,1566
4152,1566
5348,1566
6067,1566
1880,1566
1811,1566
1208,1566
4150,1566
3926,1565
4010,1565
5945,1565
3618,1565
5623,1565
5509,1565
2687,1565
832,1565
7451,1564
6802,1564
6729,1564
5112,1564
5036,1564
4701,1564
3737,1564
108,1564
250,1564
818,1564
1982,1564
3256,1564
4655,1564
597,1564
2191,1564
2171,1564
190,1564
281,1563
7411,1563
6867,1563
5098,1563
2637,1563
4965,1563
63,1563
21,1563
3223,1563
2399,1563
3814,1563
2358,1563
1781,1562
2375,1562
4819,1562
7220,1562
1860,1562
1721,1562
2386,1562
2537,1562
5856,1562
4639,1562
7285,1562
5612,1562
4500,1562
3180,1562
2998,1562
4343,1562
701,1562
2523,1562
5450,1562
2438,1562
68,1561
3624,1561
4523,1561
4005,1561
7289,1561
1123,1561
6337,1561
7443,1561
334,1561
7763,1561
4828,1561
4311,1561
5104,1560
1389,1560
2641,1560
1,1560
5173,1560
2549,1560
2028,1560
5458,1560
3853,1560
6508,1560
2576,1560
4270,1560
1939,1559
1474,1559
2509,1559
2164,1559
5085,1559
229,1559
2415,1559
2202,1559
4761,1559
5614,1559
3749,1559
7671,1559
3161,1559
6068,1559
6945,1559
324,1559
589,1559
341,1559
1099,1559
2359,1559
2228,1559
191,1558
5851,1558
4959,1558
7187,1558
4908,1558
6081,1558
935,1558
5976,1558
3117,1558
1937,1558
3487,1558
1178,1558
7617,1558
5312,1558
1769,1558
4586,1558
6099,1558
5866,1558
5429,1557
3550,1557
5517,1557
4377,1557
3386,1557
5610,1557
5913,1557
8083,1557
1515,1557
2262,1557
999,1557
7110,1557
3316,1557
2600,1557
4131,1556
5563,1556
5067,1556
2619,1556
3344,1556
1825,1556
1091,1556
7449,1556
6033,1556
1466,1556
3472,1556
2084,1556
8085,1556
4913,1556
746,1556
6097,1556
3602,1556
4309,1556
293,1556
7494,1555
2635,1555
5462,1555
6550,1555
4810,1555
3930,1555
3883,1555
5193,1555
4991,1554
1571,1554
3792,1554
1672,1554
4681,1554
4592,1554
3459,1554
539,1554
1251,1554
6768,1554
4322,1554
383,1553
216,1553
3676,1553
2465,1553
1764,1553
620,1553
907,1553
4778,1553
949,1553
1683,1553
3655,1553
5072,1553
1984,1553
1797,1553
4990,1553
6978,1553
5690,1552
5553,1552
6381,1552
2612,1552
2180,1552
2227,1552
1164,1552
7735,1551
3175,1551
1100,1551
1245,1551
2085,1551
2823,1551
3495,1551
5332,1551
5986,1551
5535,1551
1989,1551
1277,1551
3260,1550
1592,1550
3313,1550
3164,1550
894,1550
2723,1550
3136,1550
151,1550
5588,1550
3274,1550
3009,1550
3838,1550
348,1550
6880,1550
5167,1550
6640,1550
5914,1550
2186,1550
3623,1549
3646,1549
2048,1549
4327,1549
6465,1549
1518,1549
244,1549
5980,1549
5526,1549
8079,1549
337,1549
2053,1549
2077,1548
7492,1548
3393,1548
3021,1548
1806,1548
3019,1548
6014,1548
6390,1548
1899,1548
6038,1548
4983,1548
6024,1548
1160,1548
7809,1547
2708,1547
5045,1547
2411,1547
6004,1547
6989,1547
6833,1547
224,1547
3102,1547
4060,1547
6023,1547
4239,1547
7620,1547
5238,1547
6582,1547
1444,1546
5568,1546
7169,1546
6324,1546
5889,1546
6845,1546
5930,1546
6882,1546
7108,1546
3925,1546
1510,1546
93,1546
3777,1546
5740,1546
4159,1546
3835,1546
6838,1545
1159,1545
3526,1545
1719,1545
6002,1545
5457,1545
8013,1545
3229,1545
1912,1545
8046,1545
4750,1545
3451,1545
2898,1545
1293,1545
5596,1545
6569,1545
1246,1544
5547,1544
5012,1544
4291,1544
5577,1544
839,1544
6352,1544
1700,1544
2852,1544
114,1544
6009,1544
4205,1544
4015,1544
1662,1544
1111,1544
4085,1544
4485,1544
3042,1544
2945,1544
3219,1544
6239,1544
1370,1544
3859,1544
178,1544
4207,1544
